1	1	1
2	1	8
3	2	2
4	2	12
5	3	1
6	3	8
7	4	1
8	4	12
9	5	10
10	5	16
11	5	9
12	6	12
13	6	10
14	6	9
15	7	10
16	7	16
17	7	9
18	8	10
19	8	16
20	8	12
21	8	2
22	9	10
23	9	16
24	9	9
25	10	5
26	10	6
27	10	10
28	11	5
29	11	6
30	11	10
31	12	7
32	12	16
33	12	12
34	12	5
35	12	10
36	13	7
37	13	16
38	13	12
39	13	5
40	13	10
41	14	12
42	14	10
43	14	9
44	15	2
45	15	13
46	15	10
47	15	5
48	22	10
49	22	16
50	23	10
51	23	16
52	24	10
53	24	16
54	25	10
55	25	16
56	26	14
57	27	10
58	27	5
59	28	5
60	28	10
61	28	12
62	28	16
63	28	15
64	32	2
65	32	10
66	33	2
67	33	10
68	36	5
69	36	10
70	38	5
71	38	10
72	38	16
73	39	3
74	39	2
75	40	5
76	40	10
77	40	16
78	42	5
79	42	10
80	42	16
