1	0	1
2	0	8
3	1	2
4	1	12
5	2	1
6	2	8
7	3	1
8	3	12
9	4	10
10	4	16
11	4	9
12	5	12
13	5	10
14	5	9
15	6	10
16	6	16
17	6	9
18	7	10
19	7	16
20	7	12
21	7	2
22	8	10
23	8	16
24	8	9
25	9	5
26	9	6
27	9	10
28	10	5
29	10	6
30	10	10
31	11	7
32	11	16
33	11	12
34	11	5
35	11	10
36	12	7
37	12	16
38	12	12
39	12	5
40	12	10
41	13	12
42	13	10
43	13	9
44	14	2
45	14	13
46	14	10
47	14	5
48	21	10
49	21	16
50	22	10
51	22	16
52	23	10
53	23	16
54	24	10
55	24	16
56	25	14
57	26	10
58	26	5
59	27	5
60	27	10
61	27	12
62	27	16
63	27	15
64	31	2
65	31	10
66	32	2
67	32	10
68	35	5
69	35	10
70	37	5
71	37	10
72	37	16
73	38	3
74	38	2
75	39	5
76	39	10
77	39	16
78	41	5
79	41	10
80	41	16
