1	0	9
2	1	12
3	2	2
4	3	12
5	4	2
6	5	12
7	6	11
8	7	2
9	8	2
10	9	12
11	10	11
12	11	2
13	12	4
14	13	2
15	13	10
16	14	2
17	15	13
18	15	2
19	16	11
20	17	8
21	17	10
22	18	2
23	18	13
24	19	2
25	20	4
26	20	8
27	21	4
28	21	8
29	22	4
30	22	8
31	23	8
32	24	11
33	25	4
34	25	8
35	26	2
36	26	13
37	27	8
38	28	8
39	29	12
40	30	8
41	31	11
42	32	8
43	33	2
44	34	11
45	35	2
46	35	13
47	36	11
48	38	11
49	39	11
50	40	8
51	40	10
52	41	8
53	41	10
54	42	11
55	43	11
56	44	4
57	44	8
58	46	11
59	47	11
60	48	11
61	49	11
62	50	9
63	51	11
64	52	11
65	53	4
66	53	8
67	54	11
68	55	4
69	55	8
70	56	2
71	57	11
72	58	11
73	59	11
74	60	11
75	61	11
76	62	4
77	62	8
78	63	11
79	64	4
80	64	8
81	65	4
82	65	8
83	66	11
84	67	2
85	68	4
86	68	8
87	69	4
88	69	8
89	70	4
90	70	8
91	71	11
92	72	8
93	73	4
94	73	8
95	74	11
96	75	11
97	76	6
98	76	5
99	77	11
100	78	11
101	79	11
102	80	6
103	80	5
104	80	12
105	81	6
106	81	5
107	82	6
108	82	5
109	83	6
110	83	5
111	83	7
112	84	10
113	85	11
114	86	6
115	86	5
116	87	6
117	87	5
118	88	6
119	88	5
120	89	6
121	89	5
122	90	11
123	91	6
124	91	5
125	92	6
126	92	5
127	93	11
128	94	1
129	95	6
130	95	5
131	96	1
132	97	11
133	98	11
134	99	11
135	100	11
136	101	11
137	102	11
138	103	11
139	104	11
140	105	11
141	106	11
142	107	4
143	107	10
144	108	11
145	109	11
146	110	11
147	111	11
148	112	11
149	113	6
150	113	5
151	114	11
152	115	11
