1	0	8
2	0	1
3	7	12
4	7	16
5	7	17
6	8	12
7	8	16
8	8	17
9	9	12
10	9	16
11	9	17
12	10	12
13	10	16
14	10	17
15	11	2
16	11	10
17	11	12
18	11	16
19	11	17
20	12	2
21	12	10
22	13	16
23	13	17
24	13	12
25	13	10
26	14	16
27	14	17
28	14	12
29	14	10
30	15	2
31	15	10
32	15	12
33	15	16
34	15	17
35	16	10
36	16	12
37	16	16
38	16	17
39	17	10
40	17	12
41	17	16
42	17	17
43	17	6
44	18	2
45	18	10
46	18	12
47	18	16
48	18	17
49	19	10
50	19	16
51	19	17
52	19	12
53	19	3
54	20	2
55	20	10
56	21	2
57	21	10
58	22	2
59	22	10
60	23	5
61	24	10
62	24	12
63	24	16
64	24	17
65	24	2
66	25	2
67	25	10
68	26	2
69	26	10
70	26	12
71	26	16
72	26	17
73	27	12
74	27	16
75	27	17
76	28	10
77	28	12
78	28	16
79	29	11
80	29	2
81	29	10
82	29	12
83	29	16
84	30	2
85	30	10
86	30	12
87	30	16
88	30	5
89	31	10
90	31	12
91	31	16
92	32	2
93	32	10
94	32	12
95	32	16
96	32	5
97	33	2
98	33	10
99	33	12
100	33	16
101	34	10
102	34	12
103	34	16
104	35	2
105	35	10
106	35	12
107	35	16
108	36	10
109	36	12
110	36	16
111	38	10
112	38	12
113	38	16
114	39	10
115	39	12
116	39	16
117	42	10
118	42	12
119	42	16
120	43	10
121	43	12
122	43	16
123	44	2
124	44	10
125	46	10
126	46	12
127	46	16
128	47	10
129	47	12
130	47	16
131	48	10
132	48	12
133	48	16
134	49	10
135	49	12
136	49	16
137	50	2
138	50	10
139	50	12
140	50	16
141	51	10
142	51	12
143	51	16
144	52	10
145	52	12
146	52	16
147	53	2
148	53	10
149	54	10
150	54	12
151	54	16
152	55	2
153	55	10
154	56	2
155	56	10
156	56	12
157	56	16
158	57	10
159	57	12
160	57	16
161	58	10
162	58	12
163	58	16
164	59	10
165	59	12
166	59	16
167	60	10
168	60	12
169	60	16
170	61	10
171	61	12
172	61	16
173	62	2
174	62	10
175	63	10
176	63	12
177	63	16
178	64	2
179	64	10
180	65	2
181	65	10
182	66	10
183	66	12
184	66	16
185	67	2
186	67	10
187	67	12
188	67	16
189	68	2
190	68	10
191	69	2
192	69	10
193	70	2
194	70	10
195	71	10
196	71	12
197	71	16
198	73	2
199	73	10
200	74	10
201	74	12
202	74	16
203	75	10
204	75	12
205	75	16
206	77	10
207	77	12
208	77	16
209	78	10
210	78	12
211	78	16
212	79	10
213	79	12
214	79	16
215	85	10
216	85	12
217	85	16
218	90	10
219	90	12
220	90	16
221	93	10
222	93	12
223	93	16
224	94	3
225	94	2
226	96	3
227	96	2
228	97	10
229	97	12
230	97	16
231	98	10
232	98	12
233	98	16
234	99	10
235	99	12
236	99	16
237	100	10
238	100	12
239	100	16
240	101	10
241	101	12
242	101	16
243	102	10
244	102	12
245	102	16
246	103	10
247	103	12
248	103	16
249	104	10
250	104	12
251	104	16
252	105	10
253	105	12
254	105	16
255	106	10
256	106	12
257	106	16
258	108	10
259	108	12
260	108	16
261	109	10
262	109	12
263	109	16
264	110	10
265	110	12
266	110	16
267	111	10
268	111	12
269	111	16
270	112	10
271	112	12
272	112	16
273	114	10
274	114	12
275	114	16
276	115	10
277	115	12
278	115	16
