0	conference
1	training
2	conference
3	conference
4	training
5	training
6	training
7	conference
8	training
9	training
10	training
11	training
12	training
13	training
14	conference
15	training
16	training
17	training
18	training
19	training
20	training
21	training
22	training
23	training
24	training
25	training
26	training
27	training
29	training
31	training
32	training
35	training
37	training
38	conference
39	training
41	training
