1	1	9
2	2	12
3	3	2
4	4	12
5	5	2
6	6	12
7	7	11
8	8	2
9	9	2
10	10	12
11	11	11
12	12	2
13	13	4
14	14	2
15	14	10
16	15	2
17	16	13
18	16	2
19	17	11
20	18	8
21	18	10
22	19	2
23	19	13
24	20	2
25	21	4
26	21	8
27	22	4
28	22	8
29	23	4
30	23	8
31	24	8
32	25	11
33	26	4
34	26	8
35	27	2
36	27	13
37	28	8
38	29	8
39	30	12
40	31	8
41	32	11
42	33	8
43	34	2
44	35	11
45	36	2
46	36	13
47	37	11
48	39	11
49	40	11
50	41	8
51	41	10
52	42	8
53	42	10
54	43	11
55	44	11
56	45	4
57	45	8
58	47	11
59	48	11
60	49	11
61	50	11
62	51	9
63	52	11
64	53	11
65	54	4
66	54	8
67	55	11
68	56	4
69	56	8
70	57	2
71	58	11
72	59	11
73	60	11
74	61	11
75	62	11
76	63	4
77	63	8
78	64	11
79	65	4
80	65	8
81	66	4
82	66	8
83	67	11
84	68	2
85	69	4
86	69	8
87	70	4
88	70	8
89	71	4
90	71	8
91	72	11
92	73	8
93	74	4
94	74	8
95	75	11
96	76	11
97	77	6
98	77	5
99	78	11
100	79	11
101	80	11
102	81	6
103	81	5
104	81	12
105	82	6
106	82	5
107	83	6
108	83	5
109	84	6
110	84	5
111	84	7
112	85	10
113	86	11
114	87	6
115	87	5
116	88	6
117	88	5
118	89	6
119	89	5
120	90	6
121	90	5
122	91	11
123	92	6
124	92	5
125	93	6
126	93	5
127	94	11
128	95	1
129	96	6
130	96	5
131	97	1
132	98	11
133	99	11
134	100	11
135	101	11
136	102	11
137	103	11
138	104	11
139	105	11
140	106	11
141	107	11
142	108	4
143	108	10
144	109	11
145	110	11
146	111	11
147	112	11
148	113	11
149	114	6
150	114	5
151	115	11
152	116	11
